Date,Expire Date,Option Type, Strike,Contract Name,Last,Bid,Ask,Change,%Change,Volume,Open Interest,Implied Volatility
02.12.2015,18.03.2016,Call,115.00,AAPL160318C00115000,7.10,7.05,7.20,-0.60,-7.79%,58,263,26.20%
02.12.2015,18.03.2016,Call,120.00,AAPL160318C00120000,4.75,4.65,4.75,-0.45,-8.65%,159,585,25.25%
02.12.2015,18.03.2016,Call,125.00,AAPL160318C00125000,3.00,2.92,2.98,-0.30,-9.09%,185,281,24.66%
02.12.2015,18.03.2016,Call,130.00,AAPL160318C00130000,1.74,1.73,1.78,-0.22,-11.22%,159,1171,24.28%
02.12.2015,18.03.2016,Call,135.00,AAPL160318C00135000,1.09,0.99,1.04,-0.06,-5.22%,47,1753,24.20%
02.12.2015,18.03.2016,Call,140.00,AAPL160318C00140000,0.64,0.56,0.61,-0.06,-8.57%,150,485,24.39%
02.12.2015,18.03.2016,Call,145.00,AAPL160318C00145000,0.37,0.32,0.37,-0.04,-9.76%,52,52,24.88%
02.12.2015,18.03.2016,Call,150.00,AAPL160318C00150000,0.23,0.19,0.24,-0.03,-11.54%,2,652,25.64%
02.12.2015,18.03.2016,Call,160.00,AAPL160318C00160000,0.13,0.08,0.13,0.00,0.00%,1,4,27.93%
02.12.2015,18.03.2016,Call,170.00,AAPL160318C00170000,0.09,0.04,0.09,0.00,0.00%,1,1,30.76%
02.12.2015,18.03.2016,Put,60.00,AAPL160318P00060000,0.07,0.05,0.09,0.00,0.00%,1,11,51.76%
02.12.2015,18.03.2016,Put,65.00,AAPL160318P00065000,0.13,0.08,0.12,0.00,0.00%,35,35,49.32%
02.12.2015,18.03.2016,Put,70.00,AAPL160318P00070000,0.21,0.13,0.17,0.00,0.00%,10,10,45.95%
02.12.2015,18.03.2016,Put,75.00,AAPL160318P00075000,0.20,0.19,0.24,-0.01,-4.76%,12,19,42.73%
02.12.2015,18.03.2016,Put,85.00,AAPL160318P00085000,0.42,0.42,0.48,-0.03,-6.67%,3,332,36.67%
02.12.2015,18.03.2016,Put,90.00,AAPL160318P00090000,0.62,0.64,0.70,-0.04,-6.06%,32,237,33.99%
02.12.2015,18.03.2016,Put,95.00,AAPL160318P00095000,1.05,1.02,1.07,0.11,11.70%,116,151,31.81%
02.12.2015,18.03.2016,Put,100.00,AAPL160318P00100000,1.52,1.63,1.67,-0.08,-5.00%,13,348,30.03%
02.12.2015,18.03.2016,Put,105.00,AAPL160318P00105000,2.60,2.56,2.62,0.17,7.00%,372,547,28.63%
02.12.2015,18.03.2016,Put,110.00,AAPL160318P00110000,4.00,3.95,4.05,0.23,6.10%,33,484,27.58%
02.12.2015,18.03.2016,Put,115.00,AAPL160318P00115000,6.01,5.90,6.05,0.31,5.44%,296,227,26.73%
02.12.2015,18.03.2016,Put,120.00,AAPL160318P00120000,8.60,8.55,8.65,0.45,5.52%,170,366,25.99%
02.12.2015,18.03.2016,Put,125.00,AAPL160318P00125000,11.85,11.75,11.90,0.60,5.33%,91,160,25.56%
02.12.2015,18.03.2016,Put,130.00,AAPL160318P00130000,14.70,15.60,15.75,0.97,7.06%,12,87,25.62%
02.12.2015,18.03.2016,Put,150.00,AAPL160318P00150000,33.90,34.05,34.30,2.35,7.45%,41,45,30.57%
02.12.2015,18.03.2016,Put,155.00,AAPL160318P00155000,38.95,38.95,39.25,0.70,1.83%,22,123,32.86%
02.12.2015,18.03.2016,Put,160.00,AAPL160318P00160000,44.10,43.90,44.15,1.15,2.68%,67,85,34.20%
02.12.2015,18.03.2016,Put,165.00,AAPL160318P00165000,47.75,48.90,49.20,0.40,0.84%,4,51,37.50%
02.12.2015,18.03.2016,Put,170.00,AAPL160318P00170000,52.40,53.85,54.20,0.30,0.58%,9,30,39.99%
02.12.2015,18.03.2016,Put,175.00,AAPL160318P00175000,58.80,58.85,59.15,1.20,2.08%,296,5,41.50%
02.12.2015,15.04.2016,Call,55.00,AAPL160415C00055000,67.22,61.20,61.65,0.00,0.00%,16,0,56.64%
02.12.2015,15.04.2016,Call,60.00,AAPL160415C00060000,56.15,56.25,56.70,0.00,0.00%,3,159,52.83%
02.12.2015,15.04.2016,Call,65.00,AAPL160415C00065000,52.15,51.25,51.75,0.00,0.00%,19,44,54.79%
02.12.2015,15.04.2016,Call,70.00,AAPL160415C00070000,49.15,46.30,46.70,0.00,0.00%,5,112,47.66%
02.12.2015,15.04.2016,Call,75.00,AAPL160415C00075000,42.50,41.45,41.75,0.00,0.00%,5,128,42.97%
02.12.2015,15.04.2016,Call,80.00,AAPL160415C00080000,38.50,36.55,36.95,0.90,2.39%,7,450,40.55%
02.12.2015,15.04.2016,Call,85.00,AAPL160415C00085000,33.53,31.70,32.05,0.00,0.00%,1,146,36.30%
02.12.2015,15.04.2016,Call,90.00,AAPL160415C00090000,28.10,27.00,27.35,0.00,0.00%,3,2058,33.79%
02.12.2015,15.04.2016,Call,95.00,AAPL160415C00095000,22.48,22.45,22.75,-0.92,-3.93%,15,2037,31.24%
02.12.2015,15.04.2016,Call,100.00,AAPL160415C00100000,18.20,18.15,18.45,-0.95,-4.96%,232,7830,29.55%
02.12.2015,15.04.2016,Call,105.00,AAPL160415C00105000,14.30,14.30,14.45,-0.70,-4.67%,21,5067,27.98%
02.12.2015,15.04.2016,Call,110.00,AAPL160415C00110000,10.75,10.75,10.95,-0.80,-6.93%,581,16107,26.95%
02.12.2015,15.04.2016,Call,115.00,AAPL160415C00115000,7.80,7.80,7.95,-0.75,-8.77%,960,22734,26.01%
02.12.2015,15.04.2016,Call,120.00,AAPL160415C00120000,5.35,5.40,5.55,-0.60,-10.08%,1453,25767,25.34%
02.12.2015,15.04.2016,Call,125.00,AAPL160415C00125000,3.55,3.55,3.65,-0.41,-10.35%,717,24168,24.57%
02.12.2015,15.04.2016,Call,130.00,AAPL160415C00130000,2.27,2.28,2.34,-0.30,-11.67%,711,22157,24.21%
02.12.2015,15.04.2016,Call,135.00,AAPL160415C00135000,1.43,1.38,1.46,-0.17,-10.63%,552,10348,24.01%
02.12.2015,15.04.2016,Call,140.00,AAPL160415C00140000,0.90,0.82,0.90,-0.05,-5.26%,144,8007,24.01%
02.12.2015,15.04.2016,Call,145.00,AAPL160415C00145000,0.53,0.50,0.56,-0.08,-13.11%,309,4422,24.20%
02.12.2015,15.04.2016,Call,150.00,AAPL160415C00150000,0.32,0.31,0.37,-0.04,-11.11%,68,39029,24.76%
02.12.2015,15.04.2016,Call,155.00,AAPL160415C00155000,0.23,0.20,0.26,-0.03,-11.54%,6,1030,25.51%
02.12.2015,15.04.2016,Call,160.00,AAPL160415C00160000,0.15,0.12,0.20,-0.06,-28.57%,5,3451,26.56%
02.12.2015,15.04.2016,Call,165.00,AAPL160415C00165000,0.14,0.08,0.15,-0.04,-22.22%,4,1281,27.44%
02.12.2015,15.04.2016,Call,170.00,AAPL160415C00170000,0.10,0.05,0.13,-0.07,-41.18%,1,3744,28.76%
02.12.2015,15.04.2016,Call,175.00,AAPL160415C00175000,0.07,0.03,0.11,0.00,0.00%,50,915,29.88%
02.12.2015,15.04.2016,Call,180.00,AAPL160415C00180000,0.10,0.03,0.10,0.00,0.00%,10,861,31.25%
02.12.2015,15.04.2016,Call,185.00,AAPL160415C00185000,0.07,0.05,0.09,0.00,0.00%,3712,4141,32.42%
02.12.2015,15.04.2016,Call,190.00,AAPL160415C00190000,0.07,0.01,0.08,0.00,0.00%,1,69,33.50%
02.12.2015,15.04.2016,Call,195.00,AAPL160415C00195000,0.07,0.00,0.07,0.00,0.00%,20,3221,34.47%
02.12.2015,15.04.2016,Put,55.00,AAPL160415P00055000,0.15,0.03,0.08,0.00,0.00%,380,1826,50.00%
02.12.2015,15.04.2016,Put,60.00,AAPL160415P00060000,0.10,0.07,0.11,0.00,0.00%,25,2371,48.83%
02.12.2015,15.04.2016,Put,65.00,AAPL160415P00065000,0.19,0.11,0.16,0.00,0.00%,2,849,45.80%
02.12.2015,15.04.2016,Put,70.00,AAPL160415P00070000,0.20,0.16,0.22,0.00,0.00%,14,2172,42.58%
02.12.2015,15.04.2016,Put,75.00,AAPL160415P00075000,0.28,0.24,0.31,-0.01,-3.45%,19,2206,39.75%
02.12.2015,15.04.2016,Put,80.00,AAPL160415P00080000,0.40,0.36,0.44,0.00,0.00%,14,3458,37.11%
02.12.2015,15.04.2016,Put,85.00,AAPL160415P00085000,0.58,0.56,0.63,0.00,0.00%,4,2386,34.64%
02.12.2015,15.04.2016,Put,90.00,AAPL160415P00090000,0.80,0.85,0.92,0.00,0.00%,5,5420,32.46%
02.12.2015,15.04.2016,Put,95.00,AAPL160415P00095000,1.32,1.32,1.39,0.12,10.00%,206,6969,30.71%
02.12.2015,15.04.2016,Put,100.00,AAPL160415P00100000,2.02,2.04,2.10,0.17,9.19%,400,10713,29.19%
02.12.2015,15.04.2016,Put,105.00,AAPL160415P00105000,3.10,3.05,3.20,0.04,1.31%,334,9294,28.13%
02.12.2015,15.04.2016,Put,110.00,AAPL160415P00110000,4.20,4.55,4.65,-0.17,-3.89%,180,20051,26.89%
02.12.2015,15.04.2016,Put,115.00,AAPL160415P00115000,6.70,6.60,6.70,0.40,6.35%,1155,18526,26.14%
02.12.2015,15.04.2016,Put,120.00,AAPL160415P00120000,9.25,9.15,9.35,0.50,5.71%,43,12408,25.65%
02.12.2015,15.04.2016,Put,125.00,AAPL160415P00125000,12.41,12.30,12.50,0.41,3.42%,1,5278,25.09%
02.12.2015,15.04.2016,Put,130.00,AAPL160415P00130000,15.45,16.00,16.15,-0.25,-1.59%,60,2589,24.63%
02.12.2015,15.04.2016,Put,135.00,AAPL160415P00135000,20.00,20.10,20.40,1.40,7.53%,14,1144,25.23%
02.12.2015,15.04.2016,Put,140.00,AAPL160415P00140000,29.58,24.60,24.90,0.00,0.00%,1,457,25.95%
02.12.2015,15.04.2016,Put,145.00,AAPL160415P00145000,26.76,29.25,29.60,0.00,0.00%,6,141,27.03%
02.12.2015,15.04.2016,Put,150.00,AAPL160415P00150000,31.26,34.05,34.45,0.00,0.00%,6,1293,28.66%
02.12.2015,15.04.2016,Put,155.00,AAPL160415P00155000,38.10,38.95,39.35,0.00,0.00%,2,321,30.36%
02.12.2015,15.04.2016,Put,160.00,AAPL160415P00160000,44.05,43.85,44.25,1.75,4.14%,6,35,31.71%
02.12.2015,15.04.2016,Put,165.00,AAPL160415P00165000,45.25,48.80,49.25,0.00,0.00%,1,85,34.06%
02.12.2015,15.04.2016,Put,170.00,AAPL160415P00170000,51.55,53.80,54.20,0.00,0.00%,11,76,35.62%
02.12.2015,15.04.2016,Put,175.00,AAPL160415P00175000,59.10,58.75,59.20,0.00,0.00%,10,215,37.72%
02.12.2015,15.04.2016,Put,180.00,AAPL160415P00180000,60.15,63.75,64.20,0.00,0.00%,31,106,39.75%
02.12.2015,15.04.2016,Put,185.00,AAPL160415P00185000,68.70,68.75,69.20,6.56,10.56%,176,2,41.68%
02.12.2015,15.04.2016,Put,190.00,AAPL160415P00190000,68.18,73.75,74.20,0.00,0.00%,20,70,43.56%
02.12.2015,15.04.2016,Put,195.00,AAPL160415P00195000,79.30,78.70,79.15,0.00,0.00%,14,38,44.53%
02.12.2015,17.06.2016,Call,55.00,AAPL160617C00055000,63.31,61.15,61.75,0.00,0.00%,1,13,56.49%
02.12.2015,17.06.2016,Call,60.00,AAPL160617C00060000,58.97,56.20,56.70,0.00,0.00%,2,41,49.56%
02.12.2015,17.06.2016,Call,65.00,AAPL160617C00065000,54.05,51.25,51.75,0.00,0.00%,10,13,45.22%
02.12.2015,17.06.2016,Call,70.00,AAPL160617C00070000,47.50,46.35,46.80,0.00,0.00%,10,56,40.97%
02.12.2015,17.06.2016,Call,75.00,AAPL160617C00075000,44.00,41.50,41.85,0.00,0.00%,5,58,36.89%
02.12.2015,17.06.2016,Call,80.00,AAPL160617C00080000,39.20,36.65,37.10,0.00,0.00%,10,2745,35.06%
02.12.2015,17.06.2016,Call,85.00,AAPL160617C00085000,34.90,32.00,32.45,0.00,0.00%,8,166,33.36%
02.12.2015,17.06.2016,Call,90.00,AAPL160617C00090000,27.65,27.50,27.85,-1.45,-4.98%,2,744,31.24%
02.12.2015,17.06.2016,Call,95.00,AAPL160617C00095000,24.75,23.15,23.55,0.50,2.06%,8,700,30.02%
02.12.2015,17.06.2016,Call,100.00,AAPL160617C00100000,19.55,19.15,19.50,-0.69,-3.41%,23,6443,28.88%
02.12.2015,17.06.2016,Call,105.00,AAPL160617C00105000,16.10,15.50,15.80,-0.35,-2.13%,24,2893,27.95%
02.12.2015,17.06.2016,Call,110.00,AAPL160617C00110000,12.50,12.25,12.50,-0.45,-3.47%,30,25410,27.16%
02.12.2015,17.06.2016,Call,115.00,AAPL160617C00115000,9.40,9.40,9.60,-0.85,-8.29%,84,7499,26.36%
02.12.2015,17.06.2016,Call,120.00,AAPL160617C00120000,7.00,7.05,7.20,-0.60,-7.89%,435,11882,25.78%
02.12.2015,17.06.2016,Call,125.00,AAPL160617C00125000,5.10,5.10,5.25,-0.50,-8.93%,127,11815,25.26%
02.12.2015,17.06.2016,Call,130.00,AAPL160617C00130000,3.61,3.60,3.70,-0.36,-9.07%,85,11390,24.74%
02.12.2015,17.06.2016,Call,135.00,AAPL160617C00135000,2.49,2.48,2.55,-0.18,-6.74%,274,9593,24.37%
02.12.2015,17.06.2016,Call,140.00,AAPL160617C00140000,1.70,1.70,1.73,-0.19,-10.05%,44,60524,24.12%
02.12.2015,17.06.2016,Call,145.00,AAPL160617C00145000,1.17,1.09,1.16,-0.12,-9.30%,8,6243,23.99%
02.12.2015,17.06.2016,Call,150.00,AAPL160617C00150000,0.79,0.73,0.80,-0.08,-9.20%,111,16504,24.15%
02.12.2015,17.06.2016,Call,155.00,AAPL160617C00155000,0.62,0.50,0.56,0.00,0.00%,11,5149,24.39%
02.12.2015,17.06.2016,Call,160.00,AAPL160617C00160000,0.44,0.37,0.40,-0.01,-2.22%,2,2889,24.76%
02.12.2015,17.06.2016,Call,165.00,AAPL160617C00165000,0.34,0.23,0.31,0.00,0.00%,300,1518,25.42%
02.12.2015,17.06.2016,Call,170.00,AAPL160617C00170000,0.26,0.16,0.27,0.00,0.00%,25,1507,26.51%
02.12.2015,17.06.2016,Call,175.00,AAPL160617C00175000,0.21,0.12,0.22,0.00,0.00%,3,848,27.25%
02.12.2015,17.06.2016,Call,180.00,AAPL160617C00180000,0.19,0.08,0.18,0.00,0.00%,1,2131,27.93%
02.12.2015,17.06.2016,Call,185.00,AAPL160617C00185000,0.15,0.06,0.15,0.00,0.00%,20,8647,28.61%
02.12.2015,17.06.2016,Call,190.00,AAPL160617C00190000,0.12,0.05,0.13,0.00,0.00%,20,1306,29.44%
02.12.2015,17.06.2016,Call,195.00,AAPL160617C00195000,0.10,0.05,0.12,0.00,0.00%,100,9366,30.42%
02.12.2015,17.06.2016,Put,55.00,AAPL160617P00055000,0.26,0.09,0.18,0.00,0.00%,4,1451,48.34%
02.12.2015,17.06.2016,Put,60.00,AAPL160617P00060000,0.20,0.14,0.22,0.01,5.26%,5,2889,44.53%
02.12.2015,17.06.2016,Put,65.00,AAPL160617P00065000,0.49,0.22,0.32,0.00,0.00%,7,821,42.24%
02.12.2015,17.06.2016,Put,70.00,AAPL160617P00070000,0.43,0.30,0.42,0.00,0.00%,1,1137,39.38%
02.12.2015,17.06.2016,Put,75.00,AAPL160617P00075000,0.64,0.49,0.59,0.00,0.00%,18,2114,37.21%
02.12.2015,17.06.2016,Put,80.00,AAPL160617P00080000,0.75,0.72,0.80,0.02,2.74%,12,1375,34.91%
02.12.2015,17.06.2016,Put,85.00,AAPL160617P00085000,0.97,1.06,1.13,0.00,0.00%,1,1338,33.08%
02.12.2015,17.06.2016,Put,90.00,AAPL160617P00090000,1.49,1.52,1.63,-0.03,-1.97%,11,4143,31.64%
02.12.2015,17.06.2016,Put,95.00,AAPL160617P00095000,2.32,2.28,2.32,0.09,4.04%,70,4693,30.30%
02.12.2015,17.06.2016,Put,100.00,AAPL160617P00100000,3.34,3.20,3.35,0.17,5.36%,149,5378,29.43%
02.12.2015,17.06.2016,Put,105.00,AAPL160617P00105000,4.65,4.55,4.70,0.20,4.49%,52,13100,28.60%
02.12.2015,17.06.2016,Put,110.00,AAPL160617P00110000,6.40,6.30,6.40,0.25,4.07%,90,15020,27.74%
02.12.2015,17.06.2016,Put,115.00,AAPL160617P00115000,8.59,8.45,8.60,0.59,7.38%,458,12984,27.21%
02.12.2015,17.06.2016,Put,120.00,AAPL160617P00120000,11.25,11.10,11.25,0.40,3.69%,133,13130,26.76%
02.12.2015,17.06.2016,Put,125.00,AAPL160617P00125000,14.00,14.15,14.30,0.30,2.19%,8,6180,26.29%
02.12.2015,17.06.2016,Put,130.00,AAPL160617P00130000,16.84,17.60,17.75,-0.26,-1.52%,8,2677,25.87%
02.12.2015,17.06.2016,Put,135.00,AAPL160617P00135000,21.30,21.45,21.80,0.40,1.91%,7,1852,26.38%
02.12.2015,17.06.2016,Put,140.00,AAPL160617P00140000,27.71,25.55,26.00,0.00,0.00%,1,2505,26.58%
02.12.2015,17.06.2016,Put,145.00,AAPL160617P00145000,28.05,30.00,30.45,0.00,0.00%,2,203,27.03%
02.12.2015,17.06.2016,Put,150.00,AAPL160617P00150000,32.85,34.60,35.10,0.00,0.00%,50,5642,27.83%
02.12.2015,17.06.2016,Put,155.00,AAPL160617P00155000,34.25,39.35,39.85,0.00,0.00%,1,241,28.74%
02.12.2015,17.06.2016,Put,160.00,AAPL160617P00160000,47.14,44.15,44.70,0.00,0.00%,1,294,29.93%
02.12.2015,17.06.2016,Put,165.00,AAPL160617P00165000,56.75,49.05,49.60,0.00,0.00%,10,42,31.25%
02.12.2015,17.06.2016,Put,170.00,AAPL160617P00170000,55.95,54.00,54.50,0.00,0.00%,1,1,32.37%
02.12.2015,17.06.2016,Put,175.00,AAPL160617P00175000,63.75,58.90,59.45,0.00,0.00%,3,25,33.77%
02.12.2015,17.06.2016,Put,180.00,AAPL160617P00180000,59.95,63.85,64.40,0.00,0.00%,3,28,35.03%
02.12.2015,17.06.2016,Put,185.00,AAPL160617P00185000,56.65,68.80,69.40,0.00,0.00%,0,8,36.69%
02.12.2015,17.06.2016,Put,195.00,AAPL160617P00195000,78.77,78.70,79.35,0.00,0.00%,68,71,39.31%
02.12.2015,15.07.2016,Call,55.00,AAPL160715C00055000,67.02,61.15,61.75,0.00,0.00%,4,0,52.83%
02.12.2015,15.07.2016,Call,60.00,AAPL160715C00060000,62.03,56.20,56.80,0.00,0.00%,20,10,48.27%
02.12.2015,15.07.2016,Call,65.00,AAPL160715C00065000,53.00,51.30,51.85,0.00,0.00%,10,10,43.92%
02.12.2015,15.07.2016,Call,70.00,AAPL160715C00070000,46.30,46.40,46.75,0.00,0.00%,1,17,37.60%
02.12.2015,15.07.2016,Call,75.00,AAPL160715C00075000,42.43,41.55,42.10,0.00,0.00%,1,11,37.38%
02.12.2015,15.07.2016,Call,80.00,AAPL160715C00080000,38.00,36.75,37.25,0.00,0.00%,2,315,34.18%
02.12.2015,15.07.2016,Call,85.00,AAPL160715C00085000,32.53,32.15,32.65,-1.50,-4.41%,1,72,32.63%
02.12.2015,15.07.2016,Call,90.00,AAPL160715C00090000,27.95,27.70,28.15,-1.65,-5.57%,3,154,30.93%
02.12.2015,15.07.2016,Call,95.00,AAPL160715C00095000,25.50,23.45,23.90,0.00,0.00%,5,119,29.69%
02.12.2015,15.07.2016,Call,100.00,AAPL160715C00100000,19.67,19.60,19.90,-2.41,-10.91%,110,930,28.53%
02.12.2015,15.07.2016,Call,105.00,AAPL160715C00105000,16.07,16.00,16.30,-0.83,-4.91%,126,640,27.78%
02.12.2015,15.07.2016,Call,110.00,AAPL160715C00110000,12.82,12.80,13.05,-0.58,-4.33%,16,1895,27.03%
02.12.2015,15.07.2016,Call,115.00,AAPL160715C00115000,10.00,10.00,10.20,-0.72,-6.72%,31,4623,26.34%
02.12.2015,15.07.2016,Call,120.00,AAPL160715C00120000,7.65,7.65,7.80,-0.62,-7.50%,198,2939,25.78%
02.12.2015,15.07.2016,Call,125.00,AAPL160715C00125000,5.70,5.70,5.85,-0.50,-8.06%,85,3376,25.35%
02.12.2015,15.07.2016,Call,130.00,AAPL160715C00130000,4.15,4.10,4.30,-0.35,-7.78%,55,4052,25.02%
02.12.2015,15.07.2016,Call,135.00,AAPL160715C00135000,2.98,2.94,3.05,-0.36,-10.78%,18,2118,24.57%
02.12.2015,15.07.2016,Call,140.00,AAPL160715C00140000,2.15,2.03,2.11,-0.15,-6.52%,27,2746,24.17%
02.12.2015,15.07.2016,Call,145.00,AAPL160715C00145000,1.66,1.38,1.50,0.04,2.47%,1,1393,24.18%
02.12.2015,15.07.2016,Call,150.00,AAPL160715C00150000,1.11,0.95,1.05,0.03,2.78%,1,579,24.17%
02.12.2015,15.07.2016,Call,155.00,AAPL160715C00155000,1.01,0.64,0.74,0.00,0.00%,1,416,24.27%
02.12.2015,15.07.2016,Call,160.00,AAPL160715C00160000,0.63,0.44,0.54,0.00,0.00%,1,209,24.56%
02.12.2015,15.07.2016,Call,165.00,AAPL160715C00165000,0.42,0.31,0.40,0.00,0.00%,4,108,24.90%
02.12.2015,15.07.2016,Call,170.00,AAPL160715C00170000,0.30,0.22,0.31,0.00,0.00%,6,544,25.42%
02.12.2015,15.07.2016,Call,175.00,AAPL160715C00175000,0.26,0.15,0.26,0.00,0.00%,2,28,26.20%
02.12.2015,15.07.2016,Call,180.00,AAPL160715C00180000,0.32,0.11,0.20,0.00,0.00%,10,30,26.56%
02.12.2015,15.07.2016,Put,55.00,AAPL160715P00055000,0.22,0.12,0.19,0.00,0.00%,20,74,45.61%
02.12.2015,15.07.2016,Put,60.00,AAPL160715P00060000,0.45,0.18,0.25,0.00,0.00%,10,62,42.53%
02.12.2015,15.07.2016,Put,65.00,AAPL160715P00065000,0.52,0.27,0.36,0.00,0.00%,5,87,40.33%
02.12.2015,15.07.2016,Put,70.00,AAPL160715P00070000,0.42,0.39,0.49,0.00,0.00%,20,572,37.96%
02.12.2015,15.07.2016,Put,75.00,AAPL160715P00075000,0.60,0.57,0.68,0.00,0.00%,4,214,35.89%
02.12.2015,15.07.2016,Put,80.00,AAPL160715P00080000,0.93,0.84,0.95,0.00,0.00%,20,367,34.06%
02.12.2015,15.07.2016,Put,85.00,AAPL160715P00085000,1.14,1.22,1.32,-0.01,-0.87%,13,830,32.32%
02.12.2015,15.07.2016,Put,90.00,AAPL160715P00090000,1.70,1.78,1.91,-0.13,-7.10%,1,593,31.18%
02.12.2015,15.07.2016,Put,95.00,AAPL160715P00095000,2.41,2.54,2.68,-0.19,-7.31%,2,1396,29.98%
02.12.2015,15.07.2016,Put,100.00,AAPL160715P00100000,3.60,3.60,3.75,-0.02,-0.55%,35,3064,29.04%
02.12.2015,15.07.2016,Put,105.00,AAPL160715P00105000,5.10,5.00,5.15,0.30,6.25%,1,5554,28.22%
02.12.2015,15.07.2016,Put,110.00,AAPL160715P00110000,6.80,6.80,6.95,0.15,2.26%,68,3868,27.58%
02.12.2015,15.07.2016,Put,115.00,AAPL160715P00115000,9.15,9.00,9.15,0.45,5.17%,193,3837,26.99%
02.12.2015,15.07.2016,Put,120.00,AAPL160715P00120000,11.75,11.60,11.75,0.35,3.07%,80,1015,26.43%
02.12.2015,15.07.2016,Put,125.00,AAPL160715P00125000,14.70,14.60,14.80,0.35,2.44%,74,2770,26.03%
02.12.2015,15.07.2016,Put,130.00,AAPL160715P00130000,18.21,18.05,18.25,0.92,5.32%,1,475,25.74%
02.12.2015,15.07.2016,Put,135.00,AAPL160715P00135000,20.18,21.80,22.00,0.00,0.00%,6,109,25.38%
02.12.2015,15.07.2016,Put,140.00,AAPL160715P00140000,24.00,25.90,26.30,0.00,0.00%,1,51,26.04%
02.12.2015,15.07.2016,Put,145.00,AAPL160715P00145000,30.55,30.25,30.70,0.00,0.00%,3,5,26.41%
02.12.2015,15.07.2016,Put,150.00,AAPL160715P00150000,33.50,34.80,35.25,0.00,0.00%,4,34,26.83%
02.12.2015,15.07.2016,Put,155.00,AAPL160715P00155000,46.15,39.45,40.00,0.00,0.00%,4,8,27.78%
02.12.2015,15.07.2016,Put,170.00,AAPL160715P00170000,48.40,54.00,54.55,0.00,0.00%,50,16,30.71%
02.12.2015,15.07.2016,Put,180.00,AAPL160715P00180000,62.70,63.85,64.45,-1.50,-2.34%,50,5,33.25%
02.12.2015,20.01.2017,Call,50.00,AAPL170120C00050000,68.00,66.00,66.95,-0.34,-0.50%,93,1911,46.39%
02.12.2015,20.01.2017,Call,55.00,AAPL170120C00055000,62.97,61.05,62.00,3.97,6.73%,30,508,42.31%
02.12.2015,20.01.2017,Call,60.00,AAPL170120C00060000,56.45,56.15,56.90,-1.15,-2.00%,107,7438,36.84%
02.12.2015,20.01.2017,Call,65.00,AAPL170120C00065000,54.39,51.35,52.20,0.00,0.00%,2502,5048,35.84%
02.12.2015,20.01.2017,Call,70.00,AAPL170120C00070000,48.65,46.65,47.60,0.69,1.44%,2,4998,34.88%
02.12.2015,20.01.2017,Call,75.00,AAPL170120C00075000,43.50,42.10,43.00,0.00,0.00%,7,2939,33.30%
02.12.2015,20.01.2017,Call,80.00,AAPL170120C00080000,38.65,37.85,38.40,-0.25,-0.64%,60,10359,31.35%
02.12.2015,20.01.2017,Call,85.00,AAPL170120C00085000,34.30,33.70,34.20,-1.32,-3.71%,2,5618,30.69%
02.12.2015,20.01.2017,Call,87.50,AAPL170120C00087500,33.35,31.60,32.15,0.00,0.00%,117,686,30.29%
02.12.2015,20.01.2017,Call,90.00,AAPL170120C00090000,29.90,29.65,30.20,-1.05,-3.39%,90,18759,30.05%
02.12.2015,20.01.2017,Call,92.50,AAPL170120C00092500,30.15,27.80,28.40,0.00,0.00%,1,1523,30.08%
02.12.2015,20.01.2017,Call,95.00,AAPL170120C00095000,26.75,25.95,26.50,-0.25,-0.93%,23,7315,29.63%
02.12.2015,20.01.2017,Call,97.50,AAPL170120C00097500,25.20,24.25,24.80,0.00,0.00%,26,2727,29.57%
02.12.2015,20.01.2017,Call,100.00,AAPL170120C00100000,22.80,22.60,22.90,-0.80,-3.39%,1034,95008,28.83%
02.12.2015,20.01.2017,Call,105.00,AAPL170120C00105000,19.65,19.45,19.70,-0.60,-2.96%,72,13544,28.39%
02.12.2015,20.01.2017,Call,110.00,AAPL170120C00110000,16.75,16.55,16.80,-0.50,-2.90%,72,31461,27.99%
02.12.2015,20.01.2017,Call,115.00,AAPL170120C00115000,14.15,14.00,14.20,-0.55,-3.74%,180,26363,27.63%
02.12.2015,20.01.2017,Call,120.00,AAPL170120C00120000,11.85,11.70,11.90,-0.60,-4.82%,1030,55670,27.31%
02.12.2015,20.01.2017,Call,125.00,AAPL170120C00125000,9.95,9.70,10.00,-0.40,-3.86%,309,33444,27.24%
02.12.2015,20.01.2017,Call,130.00,AAPL170120C00130000,8.05,8.00,8.20,-0.55,-6.40%,733,62248,26.84%
02.12.2015,20.01.2017,Call,135.00,AAPL170120C00135000,6.65,6.50,6.75,-0.40,-5.67%,204,25297,26.68%
02.12.2015,20.01.2017,Call,140.00,AAPL170120C00140000,5.35,5.30,5.50,-0.40,-6.96%,145,82195,26.48%
02.12.2015,20.01.2017,Call,145.00,AAPL170120C00145000,4.25,4.25,4.45,-0.40,-8.60%,45,12289,26.29%
02.12.2015,20.01.2017,Call,150.00,AAPL170120C00150000,3.55,3.40,3.70,-0.25,-6.58%,183,57013,26.45%
02.12.2015,20.01.2017,Call,155.00,AAPL170120C00155000,2.75,2.72,2.98,-0.32,-10.42%,74,7366,26.32%
02.12.2015,20.01.2017,Call,160.00,AAPL170120C00160000,2.52,2.13,2.34,0.05,2.02%,33,11370,26.04%
